file;f1;fitness;precision;generalisation;simplicity;method
base log;0.42280426963040274;0.9703650723036299;0.2702862520717254;0.7613460846421534;0.6923076923076922;TBR
0.8;0.42318862633200116;0.9708866382812598;0.2705599471955493;0.7439319718308195;0.6923076923076922;TBR
0.7;0.42321912813399193;0.9709740949311274;0.2705780907555779;0.7399439315703198;0.6923076923076922;TBR
0.6;0.42322017594281885;0.9709465787463056;0.2705810841967735;0.7322293377720235;0.6923076923076922;TBR
0.5;0.4231500347147382;0.9707833839108617;0.27053641707558074;0.7268067759765495;0.6923076923076922;TBR
0.4;0.4234043782039152;0.9712505105327714;0.2707080687886305;0.7072698705663747;0.6923076923076922;TBR
0.3;0.42346853438869475;0.9712879132401994;0.27075761615424554;0.6931251892562658;0.6923076923076922;TBR
0.2;0.42371720387249806;0.971797969865714;0.27092129707819623;0.6671600330021557;0.6923076923076922;TBR
0.1;0.4237249206285553;0.9720799018770365;0.2709057019401847;0.5995639296702213;0.6923076923076922;TBR
0.05;0.4241558404407148;0.9736731255265375;0.2711342849816224;0.49329414300588825;0.6923076923076922;TBR
0.01;0.4235097390342601;0.9735169491525424;0.27061855670103097;0.3947927663035036;0.6923076923076922;TBR
0.005;0.4328977781970848;0.9827586206896551;0.2775862068965518;0.2992210547165519;0.6923076923076922;TBR
0.001;0.4444444444444445;1.0;0.2857142857142857;0.18735297752152114;0.6923076923076922;TBR
